ID,Headline,Category,Label
531,Hej boys! Danish model Sølveig Mork shows off her enviable assets as she is unveiled as the latest face of lingerie brand wonderbra,femail,3.0
532,"Who needs waves? £ 11,000 electric 'surfboard' lets you glide along the sea-and even rivers-at speeds of up to 30 mph",sciencetech,4.0
533,"Ancient Egyptians had an Nhs too! papyri reveals workers received medical treatment and paid sick leave 3,600 years ago",sciencetech,4.0
534,"Walking could save 37,000 lives a year: 20 minutes' exercise a day would ward off disease",health,4.0
535,Buff those blocks! Legoland Windsor receives annual spruce-up to clean miniature big Ben and Eiffel Tower after summer rush,travel,3.0
536,Nfl under fire for banning Super bowl gun commercial that features silhouette of an Ar15 assault rifle,news,2.6666666666666665
537,Weebles get a 21st century makeover: robotic cheerleaders synchronise dance moves and never fall over,sciencetech,4.333333333333333
538,"By George, why did he choose Venice? a wedding weekend on the banks of Lake Como ( sadly, with no sign of the Clooneys )",travel,3.3333333333333335
539,"Long live the hedge: they muffle sound, preserve privacy and look good the whole year round",gardening,2.6666666666666665
540,'There were too many pebbles on the beach!': holiday company reveals its most outrageous complaints ( and some very bizarre special requests ),travel,2.6666666666666665
541,"The billionairess who lived in one room, watching the Smurfs: the haunting story of Huguette Clark-heiress to one of the world's biggest fortunes-is proof indeed that money doesn't buy happiness",home,3.6666666666666665
542,"The woman unable to feel fear: mother, 44, has been held at gunpoint, beaten and approached poisonous snakes-but is unfazed due to rare genetic condition",health,4.0
543,Now that's surround sound! Samsung's 360-degree ring speakers send sound in every direction,sciencetech,3.3333333333333335
544,Juventus Star Paul Pogba scores from behind the goal in Qatar Training Camp,football,2.3333333333333335
545,Is curiosity killing curiosity? 'before and after' images reveal a battered Mars Rover following two years on the red planet,sciencetech,3.0
546,'I' ve experienced life and death but i' m still here': Brave Father who lost three limbs to flesh-eating bug finally leaves hospital after doctors gave him a 3 % chance of survival,health,4.0
547,Maria Sharapova angers Indian cricket fans after five-time grand slam winner admits she doesn't know who Sachin Tendulkar is,tennis,3.0
548,Tyler Blackett sees Red as Manchester United under 21s grind out 1-1 draw against Sunderland to stay top of the league,football,2.3333333333333335
549,The fastest little car in the world: electric car smashes world record by accelerating from 0-100 km / h in under 1.8 seconds,sciencetech,4.333333333333333
550,Alan Stubbs knows what Jonas Gutierrez is going through after cancer diagnosis and delivers stirring message of hope,football,3.0
551,"Married middle school principal, 35, arrested for 'having sex with 17-year-old girl'",news,4.333333333333333
552,Abc Tv says no apology necessary for the anti-transgender tweets aired on Q&a program against military captain,news,2.6666666666666665
553,"You won't find these at Mcdonald's! rare beef with fondant icing, the giant crabzilla and oysters on rye with dill spray... the world's most bizarre burgers revealed",food,4.333333333333333
554,How to boost your mobile phone's battery life: interactive guide gives tailor-made tips for individual handsets,sciencetech,4.0
555,"Seal eyeballs, ready-to-hatch duck eggs and cow trotters: how people around the world tuck into breakfast revealed ( but the results might put you off your toast )",food,3.3333333333333335
556,"Light skin in Europeans stems from one 10,000-year-old ancestor who lived between India and the Middle East, claims study",sciencetech,2.6666666666666665
557,President Trump? 'apprentice' star says 'there's a very substantial chance' he'll run in 2016 and slaps Gop White House hopeful Ted Cruz for being born in Canada,news,3.0
558,"Stuart Broad to have surgery on right knee, England and Wales Cricket Board confirm",cricket,2.3333333333333335
559,'Our president... Barraco Barner': Lancashire beautician sparks worldwide Twitter ridicule after getting Obama's name spectacularly wrong in tweet about Ukraine crisis,news,2.6666666666666665
560,Sausage casserole pot noodle anyone? student favourite goes back to basics with British home-cooking classic,food,3.5
561,Do foam cups contain cancer-causing chemicals? leading panel says styrene may be a 'human carcinogen',health,4.0
562,'I kept her letters for 14 years': long-lost teenage penpals find each other on Okcupid -- and get married after realizing they live just streets apart,femail,4.0
563,Don't go in the water! warning to world cup tourists as shocking photos reveal extent of raw sewage problem on Brazil's beaches,travel,3.6666666666666665
564,The nip-tuck fixes to stop you turning into frighteningly hideous movie character nanny Mcphee,health,2.5
565,"Dial carefully! meet Kuratas, the million dollar robot which weighs four tons, shoots when you smile and is controlled by Iphone",sciencetech,3.3333333333333335
566,Surprise! adorable group of schoolchildren get a shock when they arrive for class... only to find Spain's King Felipe and Queen Letizia waiting for them,femail,3.6666666666666665
567,Inventor takes inspiration from a cork-screw to develop a better way to give birth,health,3.0
568,Darren Bent: i don't know why Paul Lambert did not play me at Aston Villa... maybe it was personal,football,2.0
569,"Couple who claimed they were too ill to cook their own meals were actually running a cafe in £ 135,000 benefits scam",news,4.0
570,"Why the year you were born could determine if you'll be obese: rise of technology and fast food activates obesity gene in people born after 1942, doctors say",health,4.0
571,Sex slave aged 11 'branded with initial of her abuser': child trafficker 'used a heated hair pin to mark her as his property',news,4.0
572,From christening to glistening: Kate leaves William to babysit and dons glamorous ball gown for charity gala at Kensington Palace,femail,2.6666666666666665
573,Twin sisters only discover they're identical when one needed a liver transplant-making them the first identical pair to undergo the Op in the Uk,health,2.6666666666666665
574,All aboard for the big German voyage: a week of luxury on the world's best cruise ship-with no sausages or schnitzel in sight,travel,3.3333333333333335
575,Pot dealer busted after advertizing his 'delivery menu' on Youtube once a week for three years,news,3.0
576,"Steaua Bucharest referred to as 'hosts' after being stripped of name, colours and badge after legal battle with Ministry of Defence",football,2.3333333333333335
577,"Shards of Halley's comet light up the night: Orionid Shooting stars spotted blazing across the sky-and if you missed it, you may see them again tonight",sciencetech,3.6666666666666665
578,"'The staff were looking at us like we were crazy': boy, 6, died of flu in his father's arms waiting to be seen in hospital as parents pleaded for someone to help",news,4.333333333333333
579,"Pepperoni lovers are extroverts, Goat's cheese means you're sensitive and veggie fans are self-absorbed: what pizza toppings really say about your personality",food,3.3333333333333335
580,'Burglars' shot by homeowner during a break-in are discharged from hospital and face police questioning,news,2.6666666666666665
581,Rare tea picked every 108 years on a full moon night in June between midnight and 3 am goes on sale in Uk... but a jar making just 10 cups will set you back £ 50,food,2.3333333333333335
582,Teenager who 'stabbed 15-year-old girl to death at school' when she refused to go to prom with him faces court,news,3.3333333333333335
583,Rosetta's comet Interior is fluffy and has massive crack down the middle: monster haul of data reveals 67p's bizarre secrets as scientists says it is waking up,sciencetech,3.0
584,'Let's just say i don't wear bikinis at water parks anymore!': Stacey Solomon reveals holiday horrors ( and how she'd love to travel with Sir David Attenborough ),travel,4.0
585,Awkward! Jennifer Lopez and Robert Duvall's wife Luciana Pedraza wear almost identical peach embellished gowns on red carpet... but who wore it best?,femail,3.3333333333333335
586,The custard tart that changed the world! Baker claims Henry Viii's favourite teatime treats were what really brought the Tudor King and Anne Boleyn together,food,3.3333333333333335
587,Sachin Tendulkar is convinced The Indian Super League can become as big as any football tournament in the world,football,2.6666666666666665
588,First male contraceptive injection could be available in three years,health,4.5
589,"It was like Jeremy Kyle at 37,000 ft': captain aborts Easyjet landing after drunk passengers 'run amok' on flight to Turkey",travel,3.0
590,Show of love or early warning system? the engagement ring that lights up when your fiance is close by,sciencetech,4.0
591,School becomes first to introduce daily fitness classes to tackle obesity-including squats to pick up a football and lunges to tie up shoelaces,health,3.0
592,Unflattering holiday snaps revealed as motivation behind weight loss attempts for half of all Uk dieters,femail,2.0
593,The husband who forgot he loved his wife: actor Corin Redgrave's blissful marriage turned into a horror story when a heart attack left him brain damaged,books,3.6666666666666665
594,The clues found near Mary Magdalene's home that suggest Jews and early Christians once worshipped together,sciencetech,2.3333333333333335
595,"Lumpy gravy, burnt dinners and frozen Turkey: 40 % of Britons admit they don't stick to a plan when cooking Christmas dinner",food,3.0
596,"Inspirational women of the year awards: Queen of the cake sale who's raised £ 300,000 to stop boys like hers going blind",health,3.3333333333333335
597,A day in the life of a ballerina: candid video diary reveals the highs and lows of being a professional dancer,femail,3.0
598,Bungling thief arrested after she went back to pick up mobile phone she dropped during shop raid,news,2.6666666666666665
599,Love eating prawns? you'll go right off them after we tell you what they are fed on,health,4.666666666666667
600,The sirens who smuggled sex past the censors: how the film industry has changed its practices,books,3.3333333333333335
601,Climbdown on fracking: increased protection for our national parks as ministers put brakes on push to drill for shale gas,news,3.0
602,"Diamond in the sky: sparkler worth ? 12,000 is shot into space-and whoever finds it when it lands back on earth, keeps it",femail,3.3333333333333335
603,"Europe's ticking obesity timebomb: 75 % of British men will be overweight or obese by 2030, with Ireland topping the table",health,3.3333333333333335
604,Dinner with a view! hot air balloon restaurant serves three-course meals cooked over its burner ( but a trip will set you back ? 360 ),travel,4.0
605,"The vows, the reception and ( almost ) the first kiss! Jessa Duggar and Ben Seewald reveal never-before-seen photos of their wedding day",femail,4.0
606,"Dejan Lovren 'was happy' to take a penalty, insists Liverpool manager Brendan Rodgers",football,3.0
607,Ched Evans will not be offered contract or chance to train with League one Oldham,football,2.0
608,Bradford Co-Chairman Mark Lawn hoping his Bantams draw Manchester United in the fifth-round of the Fa cup,football,1.3333333333333333
609,"Miliband Facing Scottish Wipeout: he could lose 37 Mps in swing to Snp, poll finds",news,4.0
610,Is this Uk's newest food trend? Bristol Bakery is second outlet to offer crisp sandwiches on its menu ( with prices starting at ? 2.50 ),food,3.0
611,Hearts 1-1 Hibernian: Jambos stay unbeaten at the top of the Scottish championship after Jamie Walker's superb derby equaliser,football,2.0
612,Scientists say they have found the 'God particle'-but admit they still aren't sure what type of Higgs boson it is,sciencetech,2.6666666666666665
613,Mother fails in bid to block Christian couple adopting her two-year-old boy even though they are not a 'religious match',news,2.3333333333333335
614,Real Madrid and Cristiano Ronaldo visit Eibar in the mismatch of the season... the team who spent nothing from a city that would fit in the Spanish capital 122 times,football,1.3333333333333333
615,"Commuting is a pain the neck... and the back and knees too! drivers suffer the worst joint and muscle pains, while cyclists and runners stay supple",health,3.6666666666666665
616,You'll have a blast! Luxury Connecticut Island that comes with its own cannon ( not to mention a six-bedroom mansion ) up for sale for $ 11million,travel,4.5
617,"It may look like a toy track but this is the future of train travel, says China. super-maglev could one day go up to 1,800 mph",sciencetech,2.3333333333333335
618,"Twinkle in my eye turned out to be cancer: when former Hull City Chairman Paul Duffen had sparks in his vision, Gps diagnosed a sinus problem. the truth was more sinister...",health,3.6666666666666665
619,Brendan Rodgers will bring up his 100-game milestone as Liverpool boss against Everton but where does he rank among the club's Premier league era managers?,football,2.6666666666666665
620,"Frolicking deer, quail and bushes of kale the size of elephants: why the pig near bath is not just for rock stars and supermodels",travel,2.0
621,"Would you pay ? 10,700 for a phone? Bentley Handset comes complete with its own concierge service ( but is it really worth 20 times the new Iphone 6? )",femail,4.0
622,Britons can save ? 120 by bartering on meals and souvenirs on holiday ( with Belfast coming out on top and Brighton shoppers the worst ),travel,2.3333333333333335
623,"So long lattes! Starbucks launches evening menu complete with fizz, sophisticated wines and fancy cheeses",food,4.0
624,"An inspector calls: gloriously old-fashioned family-run fun and fine south downs views at the delightful park House, West Sussex",travel,1.0
625,"Rising cost of the shopping basket! Quiz reveals how the price of eggs, milk, beer and bread has soared over 25 years ( but how will you fare? )",food,3.0
626,"The food of the future? Belgian Culinary Fair serves up Buffalo worm burgers, pan-fried crickets and chocolate covered in bugs",food,2.5
627,Winter is not coming for Aussie pirates: Asio 'not interested in game of thrones' and won't target Aussies illegally downloading tv shows and movies,news,2.6666666666666665
628,Is this Britain's biggest ketchup fan? tomato sauce lover gets through 36 litres a year... and she's even planning to drown her Christmas dinner in the red stuff,food,4.333333333333333
629,Becoming a mother 'makes women better at their jobs by sharpening their skills',health,2.5
630,Mother dismissed by Gp as 'anxious first-time parent' discovers her son has a milk allergy when he starts choking,health,2.0
631,He's finally met his match! professional Us eater with 200 challenges under his belt fails to finish 7 lb meat feast in Uk Contest,food,3.0
632,"Forget pedal power! this ? 80,000 electric bike fitted with solar panels is powered entirely by the sun",sciencetech,3.6666666666666665
633,Better than sex: buying a new pen in Ryman's,books,2.0
634,California Blue whales now the only type of its species to recover from being hunted to the brink of extinction with population nearing levels not seen since the 19th century,news,1.6666666666666667
635,"Google Tv bounces back as Lg, Sony and Samsung sign up to offer big-screen youtube, web tv and games",sciencetech,1.6666666666666667
636,Triplets saved by operation in the womb: surgeon separates blood supply between babies using laser after detecting they were at risk of not developing properly,health,2.0
637,"Forget Scotland! Japanese whisky made in the foot of wooded hills beats 1,000 challengers to be named world's best",food,3.6666666666666665
638,The ultimate hipster belt? new scooter can be worn around your waist when not in use,sciencetech,4.333333333333333
639,"Let's go to Latvia: how to find urban beauty, baltic beaches and shadow of the Kgb-but avoid the Uk Stag parties-in ravishing Riga",travel,2.0
640,Bodybuilder told to quit due to bowel disease defies doctors to win a national fitness competition-while wearing his colostomy bag,health,1.0
641,Jose Mourinho reveals Petr Cech is not 'totally happy' with becoming Chelsea's no 2 goalkeeper,football,2.6666666666666665
642,"Exploring Greenland's wilderness on a flying dinghy: rubber boat reaches altitudes of almost 10,000 ft before it glides down into remote lakes",sciencetech,2.3333333333333335
643,Harry Salutes injured Army heroes: Prince visits Rehab centre where troops are in training for the paralympic-style games he launched earlier this year,femail,2.0
644,Could you be immune to Ebola? scientists claim those naturally protected from virus could play a vital role in stopping its spread,health,4.0
645,Woman who was sent violent online rape threats hits back at her teenage abusers-by sending messages to their mothers,femail,2.6666666666666665
646,Ice cream debacles and why i wish my daughters were boys,femail,2.5
647,Parents' heartbreak as baby girl who was youngest person to be fitted with an artificial heart dies just six days later,health,1.6666666666666667
648,I lost 140 lbs-now i don't know how to dress! women learn how to style their new slim figures with the help of a celebrity stylist,femail,3.3333333333333335
649,"An inspector calls: drinks all round ( and a solid slumber ) at the Gunton arms, Norfolk",travel,1.5
650,"'Luxurious, provocative and elegantly erotic': new fifty shades lingerie range featuring harness bras and cutaway knickers gets El James stamp of approval",femail,1.5
651,"Blissed out in Brazil: Paul Mccartney's luxury beach escape where the only rule is, there are no rules",travel,3.6666666666666665
652,How to peel a dozen apples in just 30 seconds: restaurateur unveils novel way of skinning fruit... using a power drill,travelnews,4.0
653,The agony of ecstasy: man who has suffered 100 orgasms a day for past two years after slipping a disc in his back -- but can't enjoy sex,health,3.0
654,"Restaurant creates 2,000-calorie Christmas dinner burger stuffed with Turkey, pigs in blankets, gravy and Cranberry sauce ( served with a side of chips )",food,1.6666666666666667
655,"One-day marinated veal, slow-cooked lamb shoulder and Za'atar dusted Halloumi: are these the poshest kebabs in the Uk?",food,2.6666666666666665
656,Minted Lamb Biscuits and Gammon flavour cookies: woman inspired by her four pets sets up bakery just for dogs,femail,3.3333333333333335
657,Arsenal stars take part in Cooper Tyre challenge... maybe Arsene Wenger should keep Lukas Podolski after all,football,3.5
658,'Being a stripper is hot and empowering': meet the feminist who claims dancing for men allows her to embrace her sexuality,femail,4.0
659,Come to lunch with Quiz show giants,books,3.0
660,Beating the Vikings at their own game: a family cycling holiday along the delightful Danish coast ( 'wimpy Brits' are welcome ),travel,3.0
661,Using their noodle! 150 tonnes of leftover Japanese udons used to power fifty households a year,food,4.0
662,"Steven Gerrard and his England team-mates raised ? 362,000 in a night for charity... and even premier league stars were surprised at that amount of money!",football,2.6666666666666665
663,"Mathew Martin and Michael Conlan suffer bumps, bruises and cuts as boxing gets rid of Headguards at Commonwealth Games",boxing,2.3333333333333335
664,"An Italian odyssey in very grand style: how the ruins of Pompeii, aristocratic pizza and a naked Prince Harry made for a very fine tour",travel,3.3333333333333335
665,How babies breast-fed for longer do better in class at five: research shows children who had two or more months of mother's milk are 17 per cent more likely to achieve,health,3.0
666,"Is electromagnetically-neutral gold the Secret behind Victoria Beckham's youthful skin? Star swears by ? 230 serum ( but she loves a ? 30 primer, too! )",femail,1.5
667,First brave steps of the little girl snubbed by the Nhs: Sophie's beaming smile as she walks tall thanks to mail readers' donations,home,4.0
668,Hidden messages in meteorites could reveal how the earth will end: ancient magnetic clues are decoded for the first time,sciencetech,3.6666666666666665
669,A motoring icon is resurrected: Jaguar to build six brand new e-types from scratch-but you will need a couple of million to spare to buy one,news,3.0
670,Is Google Glass a flop? developers-and customers-are ditching the smart spectacles in favour of oculus rift,sciencetech,4.0
671,Off-duty cop mistakenly shoots himself in elevator while adjusting his belt after returning from a dinner date with his wife,news,2.6666666666666665
672,Aldi's ? 4 Irish cream liqueur beats off competition from products three times its price to win at international drinks awards,food,2.6666666666666665
673,Teen 'gouged out girl's eye as she begged for her life before carving symbols into her body in bid to sell his soul to the devil',news,2.0
674,The five biggest physio myths busted: from stretching before exercise to wearing a neck brace for whiplash,health,2.6666666666666665
675,Anfield scoreboard damaged due to tail-end of Hurricane Gonzalo on Eve of Liverpool's Champions League tie with Real Madrid,football,2.3333333333333335
676,Courage of the 12-year-old girl fighting dementia,health,2.0
677,Beefed up 'Butcher Of Brooklyn': confessed killer of Leiby Kletzky packs on at least 50 pounds while at Rikers,news,2.0
678,Only a tenth of human dna does something important-and the rest is just 'junk',sciencetech,2.5
679,"Women, divorcees and atheists are most likely to choose assisted suicide-with nearly 20 % saying they are simply 'weary of life'",health,3.3333333333333335
680,"Pictured: the 1,800-year-old face of 'beachy Head lady' is revealed for the first time thanks to 3d scanning",sciencetech,4.5
681,Villager who installed fake speed camera to deter tourists from driving too fast around Stonehenge threatened with legal action,travel,2.6666666666666665
682,Michelin-starred Japanese restaurant sacrifices three-star rating after moving to London... but diners still have to fork out £ 250 each for sushi,food,2.6666666666666665
683,Is this the end of 99p downloads? tax crackdown on firms including Amazon and Apple could see costs rise,news,2.0
684,Is Blake Lively getting broody? the newly-wed admits she is smitten with her nieces in candid Christmas video for Gucci,femail,2.3333333333333335
685,'Wearable robots' are allowing paralysed patients once unable to move to walk again,health,3.0
686,'It's given me a chance to give something back': Cambridge Medical Student wins swimsuit round of Miss England,femail,2.3333333333333335
687,"More than 450 dead and 300,000 stranded as Kashmir struggles to cope with days of floods and landslides from heavy monsoon",news,4.333333333333333
688,Britons hoarding £ 240million of unused herbs in kitchen cupboards ( because they only know how to cook four foreign dishes ),food,2.3333333333333335
689,"The hotel where Penelope slips into Cruz Control-five-star sparkle and glorious sea views at The Ritz-Carlton Abama, Tenerife",travel,2.0
690,More female attention for Harry as rugby girls join the scrum to meet the prince,femail,2.3333333333333335
691,Lightning really does strike twice! storm chasing photographer comes just 30 metres from bolt to capture dramatic snaps,travel,3.6666666666666665
692,"Former Auschwitz Guard, 92, deemed fit to stand trial for mass murder as he admits 'i hear the cries of the dead in my dreams and every waking moment'",news,2.0
693,Frankincense found in the graves of wealthy Romans buried across the Uk-and the discovery shows how far the resin travelled,sciencetech,2.0
694,"Got some snacks in there, Alexa? Miss Chung spices up her silver couture with a quirky takeaway box handbag at the British fashion awards",femail,2.3333333333333335
695,"Home holodecks, personalised diets and freshly 3d printed clothes every morning: researchers reveal their predictions for life in 2025",sciencetech,3.0
696,Manchester United are not much worse than unbeaten arsenal on current form-not that you'd know it from all the hysteria,football,2.6666666666666665
697,Popping Paracetamol could also help treat emotional pain,health,3.0
698,Looking good doesn't come cheap! make-up basics come to almost £ 100-and mascara is the product we can't live without,femail,3.3333333333333335
699,"Want a fast-food fix in your pjs? new service delivers Mcdonald's, Kfc and even Sunday roasts straight to your sofa",food,4.0
700,Danny Cipriani recalled by England For Series against New Zealand,rugbyunion,2.0
701,"'Lukas Podolski is still young, don't write him of yet!' German legend Rudi Voller backs under-fire arsenal striker",football,1.6666666666666667
702,"Barcelona 3-1 Villarreal: Lionel Messi, Andres Iniesta and Gerard Pique Strike in Copa Del Rey semi-final first leg win at Nou Camp as Spanish giants record 10th consecutive win in all competitions",football,2.5
703,"What's your favourite takeaway doing to your teeth? from staining to jaw ache, we reveal the dangers to your pearly whites",health,3.6666666666666665
704,Do your knees hurt as you climb up the stairs? it could be the first sign of arthritis,health,4.0
705,World's most expensive city for airport taxis revealed-and it isn't London or New York,travel,4.5
706,How 'vampire op' sucked all the blood from me to help me breathe again: surgeons put me into corpse-like state so that lung clots could be removed,health,4.0
707,Bravest of the brave -- or just plain selfish?,books,2.0
708,Extreme makeover competition! Thailand offers tourists the chance to win a facelift,travel,2.6666666666666665
709,Nasa confirms 'impossible' fuel-free thrusters do work -- and they could halve the size and weight of satellites,sciencetech,4.0
710,Pregnant Chelsea Clinton beams for the cameras: former first daughter can't hide her delight as bill and hill say they are 'thrilled' to become grandparents,femail,2.0
711,"Pose with a mirror, keep your chin down and take 300 photos: Kim Kardashian reveals how to take the perfect selfie",femail,3.6666666666666665
712,Hell hath no fury... Katie Price and Aisleyne Horgan-Wallace blame other women for their relationship woes but experts say lashing out is 'natural',femail,2.0
713,Josh Beaumont following in Father Bill's footsteps as sale forward continues to show considerable promise,rugbyunion,1.3333333333333333
714,Love is in the air! one in four Brits have had a holiday romance-and 11 % have married the partner they met abroad,travel,3.6666666666666665
715,'The Duchess of Cambridge is too thin!' controversial feminist Germaine Greer launches scathing attack on pregnant Kate and says Royal family have crushed her personality,femail,2.0
716,"Inside Sarko's favourite holiday home: France opens the doors of Fort De Bregancon, the 'discreet' hideaway of its presidents",travel,3.3333333333333335
717,"Calm down, Nasa debunks claim world will end in 2032: agency says chance of impact is only 1 in 63,000",sciencetech,3.6666666666666665
718,Lassana Diarra's shock Celtic move stalls after registration issues,football,4.0
719,This really is space junk: Russian space experts examine 200-kilo metal 'Ufo Dustbin Lid' which fell from the sky in Siberia,sciencetech,3.5
720,Five-year-old boy tests negative for Ebola after he was quarantined in New York with 103f fever,news,2.6666666666666665
721,Selling your Tesco Hudl? beware: processor flaw means private data remains on the device-even after a factory reset,sciencetech,4.0
722,"I' M entitled to money from Britain, says the Polish mother who rakes in £ 220 a month in child benefits for her son-who lives in Warsaw",femail,2.6666666666666665
723,Is your Iphone 6 plus too big? there's an app ( endage ) for that! thumb extender helps you reach the whole screen with one hand,sciencetech,3.6666666666666665
724,'It is the right time for Sebastian Vettel to leave': Christian Horner pays tribute as the red bull driver prepares to leave for Ferrari,sport,1.0
725,Hubble spots a celestial butterfly: dying planetary nebula creates incredible insect-like image,sciencetech,4.5
726,Apple's Iphone 5s will have a fingerprint scanner that could stop other people accessing the phone,sciencetech,2.3333333333333335
727,The incredible image that reveals how the earth's oceans plunged the planet into a catastrophic big freeze,sciencetech,3.6666666666666665
728,"From leftovers to lunch: eco-chef to serve up alternative Christmas feast made from unwanted food, bruised fruit and wonky vegetables",food,3.6666666666666665
729,"Eating raw garlic twice a week halves the risk of developing lung cancer, claims new study",health,3.6666666666666665
730,George North left out of Wales Squad to face Scotland after suffering concussion against England as Warren Gatland admits he didn't want to risk further criticism,rugbyunion,2.0
731,'A crazy wildlife experiment': hippos once owned by drug Kingpin Pablo Escobar run riot in the Colombian countryside,travel,1.5
732,'I think people need to be taught that when you get past size 16 you still have sex and you have sex a lot': size 22 model Tess Holliday goes high fashion for Slink magazine,femail,1.5
733,Drink Asda's Rioja with Turkey and sip M&s sherry with a nut roast: the best wine pairings for Christmas dinner revealed,food,2.6666666666666665
734,Leeds 2-2 Charlton: Alex Mowatt shines for whites as Johann Gudmundsson Equalises late on from the penalty spot for Addicks,football,1.6666666666666667
735,"'Her skin tears when you hug her and her fingers are fused together': girl, 6, suffers rare condition which means her skin blisters at the slightest touch",health,3.6666666666666665
736,"'No sharing, over 18s only and stop if you're sick': the 8,000-calorie 59-item breakfast diners have to sign a waiver before eating ( that no one has managed to finish )",food,3.5
737,Is apple working on a car? employee reveals the firm's latest project will give 'Tesla a run for its money',sciencetech,3.0
738,"Ibiza's largest spa, the world's most expensive restaurant, and rooms fit for rock stars: inside the first hard rock hotel to open in Europe where a night costs £ 1,400",travel,4.0
739,"Holby actor Ben Richards, 41, reveals shock at being diagnosed with bowel cancer and says he was a 'total bloke' who ignored the symptoms",health,2.6666666666666665
740,Raymond Van Barneveld stuns Michael Van Gerwen to win first Premier League title,othersports,2.6666666666666665
741,Watch earth from space in real-time: international space station to be fitted with Hd Webcams that beam live footage,sciencetech,3.6666666666666665
742,Have scientists discovered a cure for 'mean girls?' new group therapy program drives down bullying in female teens,femail,3.6666666666666665
743,The woman who will never grow up: 20-year-old looks like a young child due to rare condition affecting her growth hormones,health,4.0
744,A new viking invasion: how one cruise company is taking over the rivers of Europe,travel,3.6666666666666665
745,Now health officials say we should go out in the sun: short bursts of sunshine ensure people get enough vitamin d to keep bones strong,health,3.6666666666666665
746,Why buttons changed the world more than the internet: forget today's marvels -- a new book hails the power of far humbler inventions,books,4.5
747,Traditional hiccup cures not working? these £ 13 plastic sticks 'never fail'... apparently,health,3.0
748,Martin Kaymer begins dating Kirsty Gallacher after Sky Sports presenter ends 14-year relationship with Paul Sampson,golf,3.0
749,"Brazil beyond the beach: beautiful birdlife, luxury retreats and a search for the Jaguar in The Pantanal-South America's wetland idyll",travel,3.6666666666666665
750,"Secret of our 75-year marriage? argue a lot... but kiss and make up, say couple aged 98 and 99",femail,3.6666666666666665
751,Is this the future of make-up? Kate Moss and Kim Kardashian's favourite beauty guru launches £ 200 cosmetic case with built-in video tutorial,femail,3.6666666666666665
752,The invisible obsessions ruining lives: say 'obsessive compulsive disorder' and you think of people constantly washing their hands. but it's not always so easy to spot...,health,4.5
753,Hartlepool United Appoint Ronnie Moore as manager eight months after he was sacked by Tranmere for breaching betting rules,football,2.3333333333333335
754,"A glimpse of how our sun will die: scientists snap 'Jupiter's ghost' shedding its outer layers at 1,500 miles per second",sciencetech,3.6666666666666665
755,£ 20 heart attack test will save thousands of women: doctors believe new check will double chance of identifying damaged cells,health,4.0
756,The museum in Minecraft: Tate recreates some of its best known paintings and sculptures as virtual worlds,sciencetech,3.3333333333333335
757,Will we be using nuclear fusion power by 2025? Lockheed Martin announces major breakthrough 'that could solve world's energy crisis',sciencetech,4.0
758,"Forget the Ugli fruit, meet the ugly fruit bowl! French supermarket introduces lumpy and misshapen fruit and vegetables-sold at a 30 % discount-to combat food waste",food,3.3333333333333335
759,"The revolutionary 3d microscope that lets researchers watch cells moving in the body, revealing everything from the spread of cancer to an embryo developing",sciencetech,2.3333333333333335
760,Survivor's guide to life after death,home,4.0
761,"Forget Pret and whole foods! ten healthy supermarket lunch deals for under £ 5... and our cost-cutting tips to save £ 1,300 a year",food,4.0
762,Arsene Wenger Hung Arsenal Right back Calum Chambers out to dry at Swansea... he must be relieved to be on England duty,football,3.0
763,Mp condemns police for sending two officers to home of Twitter user who criticised Ukip,news,2.6666666666666665
764,That's barking mad! bizarre pet laws reveal it's illegal to mimic an animal in Miami-and French pigs can't be called Napoleon,sciencetech,4.0
765,"The tikka that's good for your ticker! new curry sauce in a jar claims to be the healthiest on the market with three times fewer calories, salt and sugar",food,3.6666666666666665
766,The body-builder with no arms: meet the inspiring mother-of-two who can still hold her own,femail,4.0
767,Mother makes entirely edible candles from chocolate and nuts for her son's birthday,food,2.3333333333333335
768,"East End urchin who created King Kong: Edgar Wallace rose from poverty to become Britain's most prolific, and irresistibly trashy, thriller writer",books,4.333333333333333
769,Glamorous Millie Mackintosh reveals she became obsessed with makeup because she 'wasn't very confident as a teenager' so it was an 'escapism',femail,3.6666666666666665
770,"Robbie Savage avoids driving ban for speeding at 99 mph on the motorway as pundit 'can't use trains or buses because people hate him', claims lawyer",football,3.0
771,"'No, Mr Bond, i expect you to die': showdown between James Bond and Goldfinger voted greatest 007 moment of all time",news,4.5
772,Swapping snail porridge for a juice detox: Heston Blumenthal veges out with yoga and meditation at luxurious Bali retreats,travel,2.3333333333333335
773,"Forget the bling of Barbados, the Cayman Islands offer swimming with stingrays, 6,000ft-deep underwater cliffs and your very own desert island getaway",travel,3.3333333333333335
774,Steven Gerrard and Frank Lampard set for Mls showdown in August as fixture list is released for next season,football,2.6666666666666665
775,Sir James Dyson reveals his firm are entering the race to build an affordable robot that can do chores around the home,news,3.0
776,Anti-depressant could help ease symptoms of Alzheimer's: drug significantly reduces agitation associated with the condition,health,3.3333333333333335
777,The great airport rip-off: travellers 'waste' £ 21 million a year buying last-minute cash,travel,3.0
778,Losing our religion: new research shows the internet could be making Americans lose faith,news,3.0
